"","mturk_id","trial_type","trial_type_detail","trial_index","block","rt","stimuli","pair1_stimulus1","pair1_stimulus2","pair1_stimulus3","pair2_stimulus1","pair2_stimulus2","pair2_stimulus3","correct_pair","Q0","Q1","url","ts","condition"
"1755",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/7.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1756",1,"survey-likert","test",0,"5","3550","NULL","img/4.gif","img/10.gif","img/3.gif","img/6.gif","img/7.gif","img/11.gif","first","1","6","NULL","2014-02-13 16:47:52","four-triple"
"1757",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/10.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1758",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/5.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1759",1,"survey-likert","test",0,"6","3838","NULL","img/12.gif","img/10.gif","img/1.gif","img/12.gif","img/5.gif","img/11.gif","second","1","7","NULL","2014-02-13 16:47:52","four-triple"
"1760",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/2.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1761",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/4.gif"",""img/2.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1762",1,"survey-likert","test",0,"7","3648","NULL","img/6.gif","img/2.gif","img/1.gif","img/4.gif","img/2.gif","img/8.gif","first","1","7","NULL","2014-02-13 16:47:52","four-triple"
"1763",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/4.gif"",""img/2.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1764",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/2.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1765",1,"survey-likert","test",0,"8","3275","NULL","img/4.gif","img/2.gif","img/8.gif","img/6.gif","img/2.gif","img/1.gif","second","3","7","NULL","2014-02-13 16:47:52","four-triple"
"1766",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/5.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1767",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/7.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1768",1,"survey-likert","test",0,"9","3750","NULL","img/9.gif","img/5.gif","img/3.gif","img/9.gif","img/7.gif","img/8.gif","second","3","7","NULL","2014-02-13 16:47:52","four-triple"
"1769",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/7.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1770",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/4.gif"",""img/10.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1771",1,"survey-likert","test",0,"10","147970","NULL","img/6.gif","img/7.gif","img/11.gif","img/4.gif","img/10.gif","img/3.gif","second","3","7","NULL","2014-02-13 16:47:52","four-triple"
"1772",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/4.gif"",""img/10.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1773",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/4.gif"",""img/2.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1774",1,"survey-likert","test",0,"11","4656","NULL","img/4.gif","img/10.gif","img/3.gif","img/4.gif","img/2.gif","img/8.gif","first","1","2","NULL","2014-02-13 16:47:52","four-triple"
"1775",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/5.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1776",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/4.gif"",""img/2.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1777",1,"survey-likert","test",0,"12","10087","NULL","img/12.gif","img/5.gif","img/11.gif","img/4.gif","img/2.gif","img/8.gif","first","3","3","NULL","2014-02-13 16:47:52","four-triple"
"1778",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/4.gif"",""img/2.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1779",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/5.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1780",1,"survey-likert","test",0,"13","14140","NULL","img/4.gif","img/2.gif","img/8.gif","img/12.gif","img/5.gif","img/11.gif","second","1","3","NULL","2014-02-13 16:47:52","four-triple"
"1781",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/7.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1782",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/5.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1783",1,"survey-likert","test",0,"14","84616","NULL","img/9.gif","img/7.gif","img/8.gif","img/9.gif","img/5.gif","img/3.gif","first","3","5","NULL","2014-02-13 16:47:52","four-triple"
"1784",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/7.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1785",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/5.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1786",1,"survey-likert","test",0,"15","22646","NULL","img/6.gif","img/7.gif","img/11.gif","img/12.gif","img/5.gif","img/11.gif","second","3","6","NULL","2014-02-13 16:47:52","four-triple"
"1787",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/5.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1788",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/5.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1789",1,"survey-likert","test",0,"16","57103","NULL","img/12.gif","img/5.gif","img/11.gif","img/9.gif","img/5.gif","img/3.gif","first","3","3","NULL","2014-02-13 16:47:52","four-triple"
"1790",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/7.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1791",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/10.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1792",1,"survey-likert","test",0,"17","3969","NULL","img/9.gif","img/7.gif","img/8.gif","img/12.gif","img/10.gif","img/1.gif","first","3","7","NULL","2014-02-13 16:47:52","four-triple"
"1793",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/7.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1794",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/7.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1795",1,"survey-likert","test",0,"18","3707","NULL","img/6.gif","img/7.gif","img/11.gif","img/9.gif","img/7.gif","img/8.gif","second","3","6","NULL","2014-02-13 16:47:52","four-triple"
"1796",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/2.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1797",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/7.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1798",1,"survey-likert","test",0,"19","6976","NULL","img/6.gif","img/2.gif","img/1.gif","img/6.gif","img/7.gif","img/11.gif","first","1","5","NULL","2014-02-13 16:47:52","four-triple"
"1799",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/7.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1800",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/2.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1801",1,"survey-likert","test",0,"20","94537","NULL","img/6.gif","img/7.gif","img/11.gif","img/6.gif","img/2.gif","img/1.gif","second","3","6","NULL","2014-02-13 16:47:52","four-triple"
"1802",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/7.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1803",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/7.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1804",1,"survey-likert","test",0,"21","4800","NULL","img/9.gif","img/7.gif","img/8.gif","img/6.gif","img/7.gif","img/11.gif","first","3","6","NULL","2014-02-13 16:47:52","four-triple"
"1805",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/5.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1806",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/4.gif"",""img/10.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1807",1,"survey-likert","test",0,"22","3797","NULL","img/9.gif","img/5.gif","img/3.gif","img/4.gif","img/10.gif","img/3.gif","second","3","2","NULL","2014-02-13 16:47:52","four-triple"
"1808",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/5.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1809",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/2.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1810",1,"survey-likert","test",0,"23","7670","NULL","img/9.gif","img/5.gif","img/3.gif","img/6.gif","img/2.gif","img/1.gif","second","1","4","NULL","2014-02-13 16:47:52","four-triple"
"1811",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/2.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1812",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/10.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1813",1,"survey-likert","test",0,"24","8295","NULL","img/6.gif","img/2.gif","img/1.gif","img/12.gif","img/10.gif","img/1.gif","first","1","5","NULL","2014-02-13 16:47:52","four-triple"
"1814",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/5.gif"",""img/11.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1815",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/10.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1816",1,"survey-likert","test",0,"25","5207","NULL","img/12.gif","img/5.gif","img/11.gif","img/12.gif","img/10.gif","img/1.gif","first","1","5","NULL","2014-02-13 16:47:52","four-triple"
"1817",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/4.gif"",""img/10.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1818",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/5.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1819",1,"survey-likert","test",0,"26","6633","NULL","img/4.gif","img/10.gif","img/3.gif","img/9.gif","img/5.gif","img/3.gif","first","1","5","NULL","2014-02-13 16:47:52","four-triple"
"1820",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/10.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1821",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/7.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1822",1,"survey-likert","test",0,"27","67453","NULL","img/12.gif","img/10.gif","img/1.gif","img/9.gif","img/7.gif","img/8.gif","second","3","5","NULL","2014-02-13 16:47:52","four-triple"
"1823",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/10.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1824",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/4.gif"",""img/10.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1825",1,"survey-likert","test",0,"28","4623","NULL","img/12.gif","img/10.gif","img/1.gif","img/4.gif","img/10.gif","img/3.gif","second","1","5","NULL","2014-02-13 16:47:52","four-triple"
"1826",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/2.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1827",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/5.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1828",1,"survey-likert","test",0,"29","3249","NULL","img/6.gif","img/2.gif","img/1.gif","img/9.gif","img/5.gif","img/3.gif","first","1","6","NULL","2014-02-13 16:47:52","four-triple"
"1829",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/7.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1830",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/4.gif"",""img/2.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1831",1,"survey-likert","test",0,"30","6158","NULL","img/9.gif","img/7.gif","img/8.gif","img/4.gif","img/2.gif","img/8.gif","first","1","5","NULL","2014-02-13 16:47:52","four-triple"
"1832",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/4.gif"",""img/2.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1833",1,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/7.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1834",1,"survey-likert","test",0,"31","221849","NULL","img/4.gif","img/2.gif","img/8.gif","img/9.gif","img/7.gif","img/8.gif","second","1","6","NULL","2014-02-13 16:47:52","four-triple"
"1835",1,"text","NULL",0,"NULL","6354","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1836",1,"survey-likert","attention",0,"NULL","7457","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","21","NULL","NULL","2014-02-13 16:47:52","four-triple"
"1837",2,"html","NULL",0,"NULL","8147","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","consent.html","2014-02-13 18:01:18","four-triple"
"1838",2,"text","NULL",0,"NULL","79520","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
"1839",2,"vsl-animate-occlusion","sequence",0,"13","NULL","[""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/10.gif"",""img/7.gif"",""img/5.gif"",""img/2.gif"",""img/4.gif"",""img/8.gif"",""img/9.gif"",""img/3.gif"",""img/12.gif"",""img/6.gif"",""img/11.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
"1840",2,"text","NULL",0,"NULL","7969","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
"1841",2,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/2.gif"",""img/4.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
"1842",2,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/11.gif"",""img/5.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
"1843",2,"survey-likert","test",0,"0","5285","NULL","img/2.gif","img/4.gif","img/8.gif","img/9.gif","img/11.gif","img/5.gif","first","1","6","NULL","2014-02-13 18:01:18","four-triple"
"1844",2,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/2.gif"",""img/3.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
"1845",2,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/2.gif"",""img/4.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
"1846",2,"survey-likert","test",0,"1","3561","NULL","img/2.gif","img/3.gif","img/1.gif","img/2.gif","img/4.gif","img/8.gif","second","1","6","NULL","2014-02-13 18:01:18","four-triple"
"1847",2,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/7.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
"1848",2,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/11.gif"",""img/1.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
"1849",2,"survey-likert","test",0,"2","2710","NULL","img/6.gif","img/7.gif","img/8.gif","img/6.gif","img/11.gif","img/1.gif","second","3","5","NULL","2014-02-13 18:01:18","four-triple"
"1850",2,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/7.gif"",""img/5.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
"1851",2,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/4.gif"",""img/12.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
"1852",2,"survey-likert","test",0,"3","4637","NULL","img/10.gif","img/7.gif","img/5.gif","img/10.gif","img/4.gif","img/12.gif","first","1","7","NULL","2014-02-13 18:01:18","four-triple"
"1853",2,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/2.gif"",""img/4.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
"1854",2,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/6.gif"",""img/7.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 18:01:18","four-triple"
