"","mturk_id","trial_type","trial_type_detail","trial_index","block","rt","stimuli","pair1_stimulus1","pair1_stimulus2","pair1_stimulus3","pair2_stimulus1","pair2_stimulus2","pair2_stimulus3","correct_pair","Q0","Q1","url","ts","condition"
"1",10,"html","NULL",0,"NULL","43611","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","consent.html","2014-02-13 15:38:24","four-triple"
"2",10,"text","NULL",0,"NULL","11056","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"3",10,"vsl-animate-occlusion","sequence",0,"13","NULL","[""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/9.gif"",""img/1.gif"",""img/3.gif"",""img/12.gif"",""img/7.gif"",""img/4.gif"",""img/10.gif"",""img/11.gif"",""img/8.gif"",""img/5.gif"",""img/2.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"4",10,"text","NULL",0,"NULL","8642","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"5",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/11.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"6",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/1.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"7",10,"survey-likert","test",0,"0","7428","NULL","img/10.gif","img/11.gif","img/8.gif","img/12.gif","img/1.gif","img/8.gif","first","1","5","NULL","2014-02-13 15:38:24","four-triple"
"8",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/2.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"9",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/11.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"10",10,"survey-likert","test",0,"1","5222","NULL","img/5.gif","img/2.gif","img/6.gif","img/9.gif","img/11.gif","img/6.gif","first","1","6","NULL","2014-02-13 15:38:24","four-triple"
"11",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/1.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"12",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/2.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"13",10,"survey-likert","test",0,"2","3413","NULL","img/9.gif","img/1.gif","img/3.gif","img/10.gif","img/2.gif","img/4.gif","first","1","6","NULL","2014-02-13 15:38:24","four-triple"
"14",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/1.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"15",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/2.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"16",10,"survey-likert","test",0,"3","5495","NULL","img/12.gif","img/1.gif","img/8.gif","img/5.gif","img/2.gif","img/6.gif","second","3","4","NULL","2014-02-13 15:38:24","four-triple"
"17",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/11.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"18",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/7.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"19",10,"survey-likert","test",0,"4","3885","NULL","img/9.gif","img/11.gif","img/6.gif","img/12.gif","img/7.gif","img/4.gif","second","3","4","NULL","2014-02-13 15:38:24","four-triple"
"20",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/7.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"21",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/7.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"22",10,"survey-likert","test",0,"5","2694","NULL","img/5.gif","img/7.gif","img/3.gif","img/12.gif","img/7.gif","img/4.gif","second","3","7","NULL","2014-02-13 15:38:24","four-triple"
"23",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/7.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"24",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/11.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"25",10,"survey-likert","test",0,"6","3793","NULL","img/12.gif","img/7.gif","img/4.gif","img/9.gif","img/11.gif","img/6.gif","first","1","4","NULL","2014-02-13 15:38:24","four-triple"
"26",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/7.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"27",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/7.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"28",10,"survey-likert","test",0,"7","2959","NULL","img/12.gif","img/7.gif","img/4.gif","img/5.gif","img/7.gif","img/3.gif","first","1","7","NULL","2014-02-13 15:38:24","four-triple"
"29",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/11.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"30",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/2.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"31",10,"survey-likert","test",0,"8","3070","NULL","img/10.gif","img/11.gif","img/8.gif","img/10.gif","img/2.gif","img/4.gif","first","1","6","NULL","2014-02-13 15:38:24","four-triple"
"32",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/11.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"33",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/11.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"34",10,"survey-likert","test",0,"9","2468","NULL","img/10.gif","img/11.gif","img/8.gif","img/9.gif","img/11.gif","img/6.gif","first","1","3","NULL","2014-02-13 15:38:24","four-triple"
"35",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/1.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"36",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/11.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"37",10,"survey-likert","test",0,"10","3082","NULL","img/12.gif","img/1.gif","img/8.gif","img/10.gif","img/11.gif","img/8.gif","second","1","3","NULL","2014-02-13 15:38:24","four-triple"
"38",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/1.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"39",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/7.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"40",10,"survey-likert","test",0,"11","3226","NULL","img/12.gif","img/1.gif","img/8.gif","img/12.gif","img/7.gif","img/4.gif","second","3","5","NULL","2014-02-13 15:38:24","four-triple"
"41",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/2.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"42",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/7.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"43",10,"survey-likert","test",0,"12","2633","NULL","img/5.gif","img/2.gif","img/6.gif","img/5.gif","img/7.gif","img/3.gif","first","1","7","NULL","2014-02-13 15:38:24","four-triple"
"44",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/1.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"45",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/1.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"46",10,"survey-likert","test",0,"13","3633","NULL","img/12.gif","img/1.gif","img/8.gif","img/9.gif","img/1.gif","img/3.gif","second","1","5","NULL","2014-02-13 15:38:24","four-triple"
"47",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/7.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"48",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/2.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"49",10,"survey-likert","test",0,"14","3077","NULL","img/5.gif","img/7.gif","img/3.gif","img/5.gif","img/2.gif","img/6.gif","second","3","7","NULL","2014-02-13 15:38:24","four-triple"
"50",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/11.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"51",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/1.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"52",10,"survey-likert","test",0,"15","2787","NULL","img/9.gif","img/11.gif","img/6.gif","img/9.gif","img/1.gif","img/3.gif","second","3","6","NULL","2014-02-13 15:38:24","four-triple"
"53",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/2.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"54",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/1.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"55",10,"survey-likert","test",0,"16","2141","NULL","img/5.gif","img/2.gif","img/6.gif","img/12.gif","img/1.gif","img/8.gif","first","1","5","NULL","2014-02-13 15:38:24","four-triple"
"56",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/11.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"57",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/7.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"58",10,"survey-likert","test",0,"17","4112","NULL","img/10.gif","img/11.gif","img/8.gif","img/5.gif","img/7.gif","img/3.gif","first","1","7","NULL","2014-02-13 15:38:24","four-triple"
"59",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/7.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"60",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/1.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"61",10,"survey-likert","test",0,"18","2268","NULL","img/12.gif","img/7.gif","img/4.gif","img/12.gif","img/1.gif","img/8.gif","first","3","4","NULL","2014-02-13 15:38:24","four-triple"
"62",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/1.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"63",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/1.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"64",10,"survey-likert","test",0,"19","2042","NULL","img/9.gif","img/1.gif","img/3.gif","img/12.gif","img/1.gif","img/8.gif","first","3","4","NULL","2014-02-13 15:38:24","four-triple"
"65",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/7.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"66",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/1.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"67",10,"survey-likert","test",0,"20","6297","NULL","img/5.gif","img/7.gif","img/3.gif","img/9.gif","img/1.gif","img/3.gif","second","3","7","NULL","2014-02-13 15:38:24","four-triple"
"68",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/11.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"69",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/2.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"70",10,"survey-likert","test",0,"21","4442","NULL","img/9.gif","img/11.gif","img/6.gif","img/5.gif","img/2.gif","img/6.gif","second","3","7","NULL","2014-02-13 15:38:24","four-triple"
"71",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/7.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"72",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/11.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"73",10,"survey-likert","test",0,"22","2184","NULL","img/5.gif","img/7.gif","img/3.gif","img/10.gif","img/11.gif","img/8.gif","second","3","7","NULL","2014-02-13 15:38:24","four-triple"
"74",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/2.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"75",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/2.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"76",10,"survey-likert","test",0,"23","11407","NULL","img/10.gif","img/2.gif","img/4.gif","img/5.gif","img/2.gif","img/6.gif","second","3","7","NULL","2014-02-13 15:38:24","four-triple"
"77",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/1.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"78",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/11.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"79",10,"survey-likert","test",0,"24","5038","NULL","img/9.gif","img/1.gif","img/3.gif","img/9.gif","img/11.gif","img/6.gif","first","1","6","NULL","2014-02-13 15:38:24","four-triple"
"80",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/2.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"81",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/11.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"82",10,"survey-likert","test",0,"25","5359","NULL","img/10.gif","img/2.gif","img/4.gif","img/10.gif","img/11.gif","img/8.gif","second","3","6","NULL","2014-02-13 15:38:24","four-triple"
"83",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/2.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"84",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/1.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"85",10,"survey-likert","test",0,"26","3809","NULL","img/10.gif","img/2.gif","img/4.gif","img/9.gif","img/1.gif","img/3.gif","second","3","6","NULL","2014-02-13 15:38:24","four-triple"
"86",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/11.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"87",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/11.gif"",""img/8.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"88",10,"survey-likert","test",0,"27","2894","NULL","img/9.gif","img/11.gif","img/6.gif","img/10.gif","img/11.gif","img/8.gif","second","3","6","NULL","2014-02-13 15:38:24","four-triple"
"89",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/2.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"90",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/7.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"91",10,"survey-likert","test",0,"28","4298","NULL","img/10.gif","img/2.gif","img/4.gif","img/12.gif","img/7.gif","img/4.gif","second","3","6","NULL","2014-02-13 15:38:24","four-triple"
"92",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/9.gif"",""img/1.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"93",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/7.gif"",""img/3.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"94",10,"survey-likert","test",0,"29","6114","NULL","img/9.gif","img/1.gif","img/3.gif","img/5.gif","img/7.gif","img/3.gif","first","1","7","NULL","2014-02-13 15:38:24","four-triple"
"95",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/5.gif"",""img/2.gif"",""img/6.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"96",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/2.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"97",10,"survey-likert","test",0,"30","3707","NULL","img/5.gif","img/2.gif","img/6.gif","img/10.gif","img/2.gif","img/4.gif","first","1","7","NULL","2014-02-13 15:38:24","four-triple"
"98",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/12.gif"",""img/7.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"99",10,"vsl-animate-occlusion","NULL",0,"NULL","NULL","[""img/10.gif"",""img/2.gif"",""img/4.gif""]","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
"100",10,"survey-likert","test",0,"31","3937","NULL","img/12.gif","img/7.gif","img/4.gif","img/10.gif","img/2.gif","img/4.gif","first","1","7","NULL","2014-02-13 15:38:24","four-triple"
"101",10,"text","NULL",0,"NULL","4251","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2014-02-13 15:38:24","four-triple"
